Year,City,Sport,Discipline,NOC,Event,Gender,Medal,Country,Latitude,Longitude
1952,Oslo,Skating,Figure skating,FRA,individual,W,Bronze,France,59.9137,10.7529
1952,Oslo,Bobsleigh,Bobsleigh,FRG,four-man,M,Gold,West Germany,59.9137,10.7529
1952,Oslo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold,West Germany,59.9137,10.7529
1952,Oslo,Skating,Figure skating,GBR,individual,W,Gold,United Kingdom,59.9137,10.7529
1952,Oslo,Skating,Figure skating,GER,pairs,X,Gold,Germany,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,GER,downhill,W,Silver,Germany,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,GER,giant slalom,W,Bronze,Germany,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,GER,slalom,W,Bronze,Germany,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,GER,slalom,W,Silver,Germany,59.9137,10.7529
1952,Oslo,Skating,Figure skating,HUN,pairs,X,Bronze,Hungary,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,ITA,downhill,M,Gold,Italy,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,ITA,downhill,W,Bronze,Italy,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NED,10000m,M,Silver,Netherlands,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NED,1500m,M,Silver,Netherlands,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NED,5000m,M,Silver,Netherlands,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NOR,10000m,M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NOR,1500m,M,Bronze,Norway,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NOR,1500m,M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NOR,5000m,M,Bronze,Norway,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NOR,5000m,M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skating,Speed skating,NOR,500m,M,Bronze,Norway,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,NOR,giant slalom,M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,NOR,slalom,M,Bronze,Norway,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,NOR,slalom,M,Silver,Norway,59.9137,10.7529
1952,Oslo,Skiing,Cross Country S,NOR,18km,M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,Norway,59.9137,10.7529
1952,Oslo,Skiing,Cross Country S,NOR,50km,M,Bronze,Norway,59.9137,10.7529
1952,Oslo,Skiing,Nordic Combined,NOR,individual,M,Bronze,Norway,59.9137,10.7529
1952,Oslo,Skiing,Nordic Combined,NOR,individual,M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,Norway,59.9137,10.7529
1952,Oslo,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,Norway,59.9137,10.7529
1952,Oslo,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,Switzerland,59.9137,10.7529
1952,Oslo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,Switzerland,59.9137,10.7529
1952,Oslo,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze,Sweden,59.9137,10.7529
1952,Oslo,Skating,Speed skating,SWE,10000m,M,Bronze,Sweden,59.9137,10.7529
1952,Oslo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,Sweden,59.9137,10.7529
1952,Oslo,Skiing,Ski Jumping,SWE,K90 individual (70m),M,Bronze,Sweden,59.9137,10.7529
1952,Oslo,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,United States,59.9137,10.7529
1952,Oslo,Bobsleigh,Bobsleigh,USA,two-man,M,Silver,United States,59.9137,10.7529
1952,Oslo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,United States,59.9137,10.7529
1952,Oslo,Skating,Figure skating,USA,individual,M,Bronze,United States,59.9137,10.7529
1952,Oslo,Skating,Figure skating,USA,individual,M,Gold,United States,59.9137,10.7529
1952,Oslo,Skating,Figure skating,USA,individual,W,Silver,United States,59.9137,10.7529
1952,Oslo,Skating,Figure skating,USA,pairs,X,Silver,United States,59.9137,10.7529
1952,Oslo,Skating,Speed skating,USA,500m,M,Gold,United States,59.9137,10.7529
1952,Oslo,Skating,Speed skating,USA,500m,M,Silver,United States,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,USA,giant slalom,W,Gold,United States,59.9137,10.7529
1952,Oslo,Skiing,Alpine Skiing,USA,slalom,W,Gold,United States,59.9137,10.7529
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,individual,W,Bronze,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,pairs,X,Gold,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,downhill,M,Gold,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,slalom,M,Gold,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,slalom,W,Silver,Austria,46.5443,12.1332
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze,Canada,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,CAN,pairs,X,Silver,Canada,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,CAN,downhill,W,Bronze,Canada,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,EUA,giant slalom,W,Gold,Unified Team of Germany,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Bronze,Unified Team of Germany,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,FIN,1500m,M,Bronze,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,30km mass start,M,Gold,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,3x5km relay,W,Gold,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,50km,M,Silver,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,Finland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,HUN,pairs,X,Bronze,Hungary,46.5443,12.1332
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver,Italy,46.5443,12.1332
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold,Italy,46.5443,12.1332
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver,Italy,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,JPN,slalom,M,Silver,Japan,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,10000m,M,Silver,Norway,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,500m,M,Bronze,Norway,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,NOR,15km,M,Gold,Norway,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,NOR,individual,M,Gold,Norway,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,individual,M,Bronze,Poland,46.5443,12.1332
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,Switzerland,46.5443,12.1332
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,Switzerland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,M,Silver,Switzerland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Gold,Switzerland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Silver,Switzerland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,slalom,W,Gold,Switzerland,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,10000m,M,Gold,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,5000m,M,Silver,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,slalom,M,Bronze,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,10km,W,Bronze,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,15km,M,Silver,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,30km mass start,M,Silver,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,3x5km relay,W,Bronze,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,50km,M,Gold,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,individual,M,Silver,Sweden,46.5443,12.1332
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,10000m,M,Bronze,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Bronze,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Silver,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,slalom,W,Bronze,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Silver,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,15km,M,Bronze,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,30km mass start,M,Bronze,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,3x5km relay,W,Silver,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,4x10km relay,M,Gold,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,50km,M,Bronze,Soviet Union,46.5443,12.1332
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,United States,46.5443,12.1332
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,United States,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Bronze,United States,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Gold,United States,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Silver,United States,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Gold,United States,46.5443,12.1332
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Silver,United States,46.5443,12.1332
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,Austria,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,Austria,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,Austria,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Gold,Austria,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Silver,Austria,39.1954,-120.2355
1960,Squaw Valley,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze,Austria,39.1954,-120.2355
1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver,Canada,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,CAN,individual,M,Bronze,Canada,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,CAN,pairs,X,Gold,Canada,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,CAN,slalom,W,Gold,Canada,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,EUA,pairs,X,Silver,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,EUA,1000m,W,Silver,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,EUA,500m,W,Gold,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,M,Silver,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,W,Gold,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,slalom,W,Bronze,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skiing,Nordic Combined,EUA,individual,M,Gold,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Gold,Unified Team of Germany,39.1954,-120.2355
1960,Squaw Valley,Biathlon,Biathlon,FIN,20km,M,Silver,Finland,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,FIN,3000m,W,Bronze,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,FIN,15km,M,Bronze,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Gold,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Silver,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,Finland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Bronze,France,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Gold,France,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,slalom,M,Bronze,France,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze,Italy,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,NED,individual,W,Silver,Netherlands,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,NED,5000m,M,Bronze,Netherlands,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,NOR,10000m,M,Gold,Norway,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,NOR,1500m,M,Gold,Norway,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,NOR,5000m,M,Silver,Norway,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,NOR,15km,M,Gold,Norway,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,Norway,39.1954,-120.2355
1960,Squaw Valley,Skiing,Nordic Combined,NOR,individual,M,Silver,Norway,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Bronze,Poland,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Silver,Poland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold,Switzerland,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold,Switzerland,39.1954,-120.2355
1960,Squaw Valley,Biathlon,Biathlon,SWE,20km,M,Gold,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,SWE,10000m,M,Bronze,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,SWE,15km,M,Silver,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Gold,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Silver,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,SWE,3x5km relay,W,Gold,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,SWE,50km,M,Bronze,Sweden,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,TCH,individual,M,Silver,Czechoslovakia,39.1954,-120.2355
1960,Squaw Valley,Biathlon,Biathlon,URS,20km,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,10000m,M,Silver,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,1500m,W,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Silver,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,5000m,M,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,URS,500m,W,Silver,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Gold,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Silver,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,URS,30km mass start,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,URS,3x5km relay,W,Silver,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Skiing,Nordic Combined,URS,individual,M,Bronze,Soviet Union,39.1954,-120.2355
1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold,United States,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,USA,individual,M,Gold,United States,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Bronze,United States,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Gold,United States,39.1954,-120.2355
1960,Squaw Valley,Skating,Figure skating,USA,pairs,X,Bronze,United States,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,USA,500m,M,Silver,United States,39.1954,-120.2355
1960,Squaw Valley,Skating,Speed skating,USA,500m,W,Bronze,United States,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,USA,downhill,W,Silver,United States,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,USA,giant slalom,W,Silver,United States,39.1954,-120.2355
1960,Squaw Valley,Skiing,Alpine Skiing,USA,slalom,W,Silver,United States,39.1954,-120.2355
1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver,Austria,47.2711,11.4038
1964,Innsbruck,Luge,Luge,AUT,doubles,X,Gold,Austria,47.2711,11.4038
1964,Innsbruck,Luge,Luge,AUT,doubles,X,Silver,Austria,47.2711,11.4038
1964,Innsbruck,Luge,Luge,AUT,singles,W,Bronze,Austria,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,AUT,individual,W,Silver,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Gold,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,Austria,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,AUT,slalom,M,Gold,Austria,47.2711,11.4038
1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold,Canada,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,CAN,individual,W,Bronze,Canada,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,CAN,pairs,X,Bronze,Canada,47.2711,11.4038
1964,Innsbruck,Luge,Luge,EUA,singles,M,Bronze,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Luge,Luge,EUA,singles,M,Gold,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Luge,Luge,EUA,singles,M,Silver,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Luge,Luge,EUA,singles,W,Gold,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Luge,Luge,EUA,singles,W,Silver,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,EUA,individual,M,Gold,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,EUA,pairs,X,Silver,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,EUA,downhill,M,Bronze,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Skiing,Nordic Combined,EUA,individual,M,Bronze,Unified Team of Germany,47.2711,11.4038
1964,Innsbruck,Skating,Speed skating,FIN,1000m,W,Bronze,Finland,47.2711,11.4038
1964,Innsbruck,Skating,Speed skating,FIN,1500m,W,Silver,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Gold,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Cross Country S,FIN,30km mass start,M,Gold,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Cross Country S,FIN,50km,M,Bronze,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Silver,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver,Finland,47.2711,11.4038
1964,Innsbruck,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,Finland,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,FRA,individual,M,Silver,France,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,FRA,downhill,M,Silver,France,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold,France,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold,France,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver,France,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Gold,France,47.2711,11.4038
1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Silver,France,47.2711,11.4038
1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold,United Kingdom,47.2711,11.4038
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze,Italy,47.2711,11.4038
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze,Italy,47.2711,11.4038
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver,Italy,47.2711,11.4038
1964,Innsbruck,Luge,Luge,ITA,doubles,X,Bronze,Italy,47.2711,11.4038
1964,Innsbruck,Skating,Figure skating,NED,individual,W,Gold,Netherlands,47.2711,11.4038
